Model Outputs
100
,,HJX:CentreOfMass,,,HJX:CentreOfMassFloor,,,HJX:HED,,,,,,,,,HJX:LAbsAnkleAngle,,,HJX:LAnkleAngles,,,HJX:LCL,,,,,,,,,HJX:LElbowAngles,,,HJX:LFE,,,,,,,,,HJX:LFO,,,,,,,,,HJX:LFootProgressAngles,,,HJX:LHN,,,,,,,,,HJX:LHU,,,,,,,,,HJX:LHeadAngles,,,HJX:LHipAngles,,,HJX:LKneeAngles,,,HJX:LNeckAngles,,,HJX:LPelvisAngles,,,HJX:LRA,,,,,,,,,HJX:LShoulderAngles,,,HJX:LSpineAngles,,,HJX:LTI,,,,,,,,,HJX:LTO,,,,,,,,,HJX:LThoraxAngles,,,HJX:LWristAngles,,,HJX:PEL,,,,,,,,,HJX:RAbsAnkleAngle,,,HJX:RAnkleAngles,,,HJX:RCL,,,,,,,,,HJX:RElbowAngles,,,HJX:RFE,,,,,,,,,HJX:RFO,,,,,,,,,HJX:RFootProgressAngles,,,HJX:RHN,,,,,,,,,HJX:RHU,,,,,,,,,HJX:RHeadAngles,,,HJX:RHipAngles,,,HJX:RKneeAngles,,,HJX:RNeckAngles,,,HJX:RPelvisAngles,,,HJX:RRA,,,,,,,,,HJX:RShoulderAngles,,,HJX:RSpineAngles,,,HJX:RTI,,,,,,,,,HJX:RTO,,,,,,,,,HJX:RThoraxAngles,,,HJX:RWristAngles,,,HJX:TRX,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
98,0,0,0,0,0,0,0,26.389,-20.3267,86.403,194.147,909.981,1575.21,201.728,201.728,201.728,-2.99485,0,0,-3.96247,-3.36233,40.882,66.397,90.8475,85.7497,36.6941,934.488,1457.84,180.576,180.576,180.576,18.1085,-4.96962e-016,-5.93173e-013,4.25758,19.7126,86.0301,61.0675,934.19,502.505,548.069,548.069,548.069,59.7549,-62.6106,84.574,46.4008,1044.31,82.7275,258.305,258.305,258.305,-76.96,8.40635,-4.55796,2.11579,-45.305,118.838,20.0505,1162.11,742.512,205.957,205.957,205.957,23.164,-19.3681,189.04,-46.2437,990.662,1150.62,323.141,323.141,323.141,29.9769,3.36437,2.26815,-7.26776,-14.2496,-0.704776,-0.456121,17.7729,-47.5239,-28.6282,-7.35763,2.00511,3.09472,1.02266,2.59665,-6.79259,-21.8817,188.08,-33.246,1049.41,906.453,233.87,233.87,233.87,8.04945,18.7065,75.1347,-4.52954,4.14684,-0.0361236,-7.35437,10.609,135.389,75.1055,871.602,142.324,365.848,365.848,365.849,59.7549,-62.6106,84.574,39.5585,1127.93,63.3617,86.1017,86.1017,86.1017,-1.24703,-3.31819,2.38162,16.3446,17.7146,67.0707,-1.68993,3.17606,87.3502,215.588,1023.09,1022.73,14.6704,14.6704,14.6704,-4.3475,0,0,-5.31949,-3.10796,35.1482,-84.8587,-58.6329,39.3933,352.265,925.651,1465.79,174.965,174.965,174.965,36.6326,7.95139e-016,-1.09093e-012,-16.2567,-6.922,73.8783,357.89,945.687,496.54,548.555,548.555,548.555,66.4519,-49.2937,74.6027,339.688,1051.53,87.2479,251.256,251.256,251.256,-75.5614,6.99377,7.65863,34.6784,-15.216,32.8455,496.19,1100.68,776.462,147.899,147.899,147.899,6.00764,-21.0248,-64.984,472.214,889.162,1133.94,354.745,354.745,354.745,29.9769,-3.36437,-2.26815,-4.55276,-15.4848,-14.0355,6.45249,14.392,-10.0354,-28.6282,7.35763,-2.00511,3.09472,-1.02266,-2.59665,26.0082,11.5963,-59.5357,485.798,1011.6,894.065,250.784,250.784,250.784,-6.39044,16.8721,28.0258,-4.52954,-4.14684,0.0361236,-8.45289,6.80864,62.0124,349.351,883.001,149.457,352.802,352.803,352.803,66.4519,-49.2937,74.6027,328.527,1131.91,66.5513,83.7521,83.7521,83.7521,-1.24703,3.31819,-2.38162,8.1658,6.04783,95.2773,128.876,123.549,5.07673,200.474,1006.97,1434.81,177.771,177.771,177.77
99,0,0,0,0,0,0,0,26.4066,-20.302,86.4325,194.049,910.321,1575.23,201.728,201.728,201.727,-3.01146,0,0,-3.98649,-3.3654,40.9154,66.3547,90.9074,85.7439,36.5623,934.668,1457.87,180.578,180.578,180.578,18.1155,1.09332e-015,7.12444e-013,4.2381,19.7153,86.0498,60.9535,934.091,502.482,548.077,548.077,548.077,59.7349,-62.6294,84.6086,46.4006,1044.28,82.6903,258.305,258.305,258.305,-76.9524,8.44506,-4.55922,2.07894,-45.3021,118.879,19.9136,1161.91,742.513,205.913,205.913,205.913,23.1758,-19.3238,189.123,-46.3982,990.607,1150.62,323.131,323.131,323.131,29.9705,3.39759,2.24686,-7.2546,-14.2439,-0.689559,-0.478205,17.7758,-47.5467,-28.657,-7.36807,1.99804,3.11535,1.02005,2.56106,-6.80537,-21.8614,188.164,-33.4108,1049.29,906.439,233.867,233.868,233.868,8.05264,18.6958,75.0948,-4.5146,4.13959,-0.0266649,-7.36655,10.5925,135.428,75.0964,871.573,142.319,365.823,365.823,365.822,59.7349,-62.6294,84.6086,39.5564,1127.89,63.3134,86.1017,86.1017,86.1017,-1.21516,-3.30954,2.33786,16.3835,17.6899,67.1133,-1.7077,3.1906,87.3853,215.357,1023.16,1022.72,14.6704,14.6704,14.6704,-4.3309,0,0,-5.29758,-3.10577,35.1236,-84.8679,-58.6592,39.4493,352.142,926.086,1465.8,174.965,174.965,174.965,36.6201,0,2.519e-012,-16.264,-6.93233,73.8982,357.778,945.787,496.554,548.56,548.56,548.56,66.4442,-49.3143,74.6279,339.679,1051.54,87.2685,251.256,251.256,251.256,-75.5622,6.96332,7.65966,34.6538,-15.1915,32.8825,495.942,1100.82,776.35,147.907,147.907,147.907,5.98944,-21.038,-64.9192,472.129,889.534,1133.97,354.744,354.744,354.744,29.9705,-3.39759,-2.24686,-4.53826,-15.4911,-14.0513,6.46313,14.3863,-10.0242,-28.657,7.36807,-1.99804,3.11535,-1.02005,-2.56106,25.9639,11.5803,-59.4822,485.615,1011.8,894.01,250.775,250.775,250.775,-6.38297,16.881,28.0397,-4.5146,-4.13959,0.0266649,-8.47266,6.80454,62.0411,349.335,883.014,149.468,352.817,352.818,352.818,66.4442,-49.3143,74.6279,328.516,1131.93,66.5729,83.7521,83.7521,83.7521,-1.21516,3.30954,-2.33786,8.17161,6.05589,95.2557,128.815,123.587,5.03131,200.285,1007.26,1434.78,177.771,177.771,177.771
100,0,0,0,0,0,0,0,26.4267,-20.2778,86.4588,193.949,910.661,1575.24,201.728,201.728,201.727,-3.02696,0,0,-4.0091,-3.36857,40.9497,66.3139,90.9638,85.7379,36.4295,934.853,1457.89,180.578,180.578,180.578,18.1207,-2.28602e-015,3.35549e-013,4.21996,19.7177,86.0724,60.8412,933.997,502.46,548.085,548.085,548.085,59.7154,-62.6489,84.641,46.4021,1044.25,82.6556,258.305,258.305,258.305,-76.946,8.4824,-4.55944,2.03977,-45.2972,118.923,19.758,1161.71,742.509,205.866,205.866,205.866,23.1897,-19.2778,189.203,-46.56,990.554,1150.62,323.121,323.121,323.121,29.9662,3.43129,2.22879,-7.24198,-14.2389,-0.6778,-0.498608,17.7787,-47.5663,-28.6864,-7.38066,1.99013,3.13493,1.01707,2.52597,-6.81293,-21.8389,188.247,-33.5949,1049.16,906.421,233.865,233.865,233.865,8.0533,18.6865,75.0555,-4.49998,4.132,-0.0184124,-7.37822,10.5762,135.466,75.0862,871.551,142.312,365.799,365.799,365.799,59.7154,-62.6489,84.6409,39.5576,1127.86,63.2694,86.1017,86.1017,86.1016,-1.18453,-3.30111,2.29577,16.4247,17.6645,67.152,-1.72417,3.20359,87.4202,215.131,1023.22,1022.71,14.6704,14.6704,14.6706,-4.31419,0,0,-5.27575,-3.1039,35.1025,-84.8768,-58.6844,39.5032,352.014,926.515,1465.8,174.963,174.963,174.963,36.6074,3.97569e-016,4.96167e-013,-16.2709,-6.94324,73.9106,357.67,945.883,496.565,548.567,548.567,548.567,66.4367,-49.3347,74.6512,339.671,1051.56,87.2901,251.256,251.256,251.256,-75.5633,6.93439,7.65981,34.6306,-15.164,32.9187,495.675,1100.99,776.239,147.918,147.918,147.918,5.97298,-21.0489,-64.8557,472.032,889.913,1134,354.737,354.737,354.737,29.9662,-3.43129,-2.22879,-4.52512,-15.4969,-14.0742,6.47535,14.3805,-10.0096,-28.6864,7.38066,-1.99013,3.13493,-1.01707,-2.52597,25.9217,11.5663,-59.4296,485.42,1012.02,893.96,250.767,250.767,250.767,-6.37391,16.8888,28.054,-4.49998,-4.132,0.0184124,-8.49206,6.8007,62.0654,349.319,883.024,149.48,352.83,352.83,352.83,66.4366,-49.3347,74.6513,328.508,1131.94,66.5962,83.7521,83.7521,83.7521,-1.18453,3.30111,-2.29577,8.17677,6.06058,95.2335,128.757,123.625,4.9875,200.095,1007.56,1434.75,177.77,177.77,177.77
101,0,0,0,0,0,0,0,26.4495,-20.2552,86.4813,193.845,911.001,1575.26,201.727,201.728,201.728,-3.04068,0,0,-4.02938,-3.37173,40.984,66.2744,91.0167,85.7316,36.296,935.044,1457.91,180.575,180.575,180.575,18.1238,3.97569e-016,-1.74931e-013,4.20412,19.7195,86.0999,60.7306,933.916,502.438,548.092,548.091,548.091,59.6968,-62.6684,84.6703,46.4049,1044.23,82.6234,258.305,258.305,258.305,-76.9409,8.51747,-4.55855,2.00134,-45.2894,118.97,19.5744,1161.49,742.493,205.82,205.82,205.82,23.2058,-19.2298,189.28,-46.7289,990.503,1150.62,323.112,323.112,323.112,29.965,3.46473,2.21421,-7.22928,-14.2342,-0.670916,-0.515398,17.7817,-47.5788,-28.7173,-7.39521,1.98069,3.15326,1.01415,2.49108,-6.81453,-21.8133,188.328,-33.7994,1049.02,906.398,233.862,233.862,233.862,8.05143,18.679,75.0181,-4.48552,4.12488,-0.0115451,-7.38967,10.5607,135.503,75.0745,871.536,142.304,365.778,365.778,365.778,59.6968,-62.6684,84.6703,39.5617,1127.83,63.2298,86.1017,86.1017,86.1016,-1.15516,-3.29321,2.25523,16.4656,17.6399,67.1853,-1.7407,3.21653,87.4546,214.911,1023.28,1022.7,14.6705,14.6704,14.6704,-4.2975,0,0,-5.25414,-3.10228,35.0844,-84.8853,-58.7086,39.5547,351.884,926.936,1465.81,174.959,174.959,174.959,36.596,1.59028e-015,-2.98972e-013,-16.2775,-6.95423,73.9179,357.566,945.973,496.574,548.576,548.576,548.576,66.429,-49.355,74.6725,339.665,1051.57,87.3131,251.256,251.256,251.256,-75.5647,6.907,7.65887,34.6098,-15.1339,32.9536,495.388,1101.18,776.134,147.931,147.931,147.931,5.95779,-21.0578,-64.7951,471.924,890.295,1134.03,354.727,354.727,354.727,29.965,-3.46473,-2.21421,-4.51373,-15.5026,-14.102,6.48829,14.3749,-9.99406,-28.7173,7.39521,-1.98069,3.15326,-1.01415,-2.49108,25.8823,11.5551,-59.3792,485.211,1012.25,893.915,250.762,250.762,250.762,-6.36418,16.8951,28.0671,-4.48552,-4.12488,0.0115451,-8.51098,6.79711,62.0854,349.301,883.03,149.492,352.84,352.84,352.84,66.4291,-49.355,74.6725,328.503,1131.95,66.6211,83.7521,83.7521,83.7521,-1.15516,3.29321,-2.25523,8.18162,6.06187,95.212,128.701,123.66,4.94569,199.907,1007.85,1434.72,177.767,177.767,177.767
102,0,0,0,0,0,0,0,26.4752,-20.2353,86.4995,193.736,911.342,1575.26,201.728,201.728,201.728,-3.05189,0,0,-4.04622,-3.37473,41.0164,66.2356,91.0662,85.725,36.1621,935.241,1457.93,180.57,180.57,180.57,18.1249,1.2921e-015,-2.91021e-013,4.19145,19.7201,86.1337,60.6218,933.855,502.418,548.096,548.096,548.096,59.6795,-62.6875,84.6957,46.4086,1044.22,82.5938,258.305,258.305,258.305,-76.9372,8.54919,-4.55644,1.96674,-45.2775,119.021,19.3537,1161.26,742.46,205.778,205.778,205.778,23.2243,-19.1795,189.353,-46.905,990.453,1150.61,323.104,323.104,323.104,29.9678,3.49724,2.20329,-7.21579,-14.2295,-0.670077,-0.526616,17.7847,-47.5808,-28.7507,-7.41153,1.96906,3.17021,1.01175,2.45615,-6.80973,-21.784,188.405,-34.0249,1048.88,906.369,233.857,233.857,233.857,8.04735,18.6736,74.9839,-4.47085,4.11902,-0.0060294,-7.40127,10.5466,135.537,75.061,871.533,142.294,365.762,365.762,365.762,59.6795,-62.6875,84.6957,39.5686,1127.83,63.1947,86.1017,86.1017,86.1017,-1.1268,-3.28615,2.21595,16.5033,17.6175,67.2119,-1.7552,3.22835,87.4892,214.695,1023.35,1022.7,14.6705,14.6704,14.6704,-4.28079,0,0,-5.23269,-3.10088,35.0685,-84.8936,-58.732,39.604,351.75,927.351,1465.81,174.953,174.953,174.953,36.5877,-2.38542e-015,-6.87e-013,-16.2843,-6.96487,73.9229,357.465,946.057,496.582,548.589,548.589,548.589,66.4211,-49.3754,74.6917,339.66,1051.57,87.3379,251.256,251.256,251.256,-75.5665,6.881,7.65658,34.5934,-15.1024,32.987,495.083,1101.39,776.042,147.943,147.943,147.943,5.9432,-21.0652,-64.7384,471.805,890.675,1134.06,354.713,354.713,354.713,29.9678,-3.49724,-2.20329,-4.50433,-15.5086,-14.1325,6.50121,14.3696,-9.97982,-28.7507,7.41153,-1.96906,3.17021,-1.01175,-2.45615,25.8463,11.5474,-59.3317,484.99,1012.51,893.876,250.761,250.761,250.761,-6.35455,16.8995,28.0777,-4.47085,-4.11902,0.0060294,-8.52943,6.7938,62.1017,349.281,883.032,149.506,352.847,352.847,352.847,66.4211,-49.3754,74.6918,328.502,1131.96,66.6483,83.7521,83.7521,83.7521,-1.1268,3.28615,-2.21595,8.18703,6.06106,95.1921,128.646,123.695,4.90591,199.72,1008.14,1434.69,177.762,177.762,177.762
103,0,0,0,0,0,0,0,26.5041,-20.2196,86.5132,193.623,911.686,1575.27,201.727,201.728,201.727,-3.05965,0,0,-4.05834,-3.3774,41.0453,66.1972,91.113,85.718,36.0282,935.442,1457.94,180.564,180.564,180.564,18.124,1.88845e-015,5.27972e-013,4.1828,19.719,86.1752,60.5145,933.821,502.4,548.097,548.097,548.097,59.6641,-62.7055,84.716,46.4129,1044.23,82.5673,258.305,258.305,258.305,-76.9349,8.57627,-4.55293,1.93905,-45.26,119.076,19.0876,1161.02,742.404,205.745,205.745,205.745,23.2453,-19.1265,189.421,-47.0887,990.404,1150.6,323.097,323.097,323.097,29.9757,3.52816,2.19604,-7.20073,-14.2243,-0.67615,-0.530265,17.7877,-47.5683,-28.7881,-7.42932,1.95459,3.1857,1.01036,2.42096,-6.79844,-21.7507,188.48,-34.2713,1048.72,906.334,233.852,233.852,233.852,8.04149,18.6706,74.9539,-4.45553,4.11521,-0.00163774,-7.41344,10.5348,135.565,75.0451,871.542,142.282,365.753,365.753,365.753,59.6641,-62.7055,84.716,39.5781,1127.83,63.1647,86.1016,86.1017,86.1018,-1.09909,-3.2802,2.17747,16.5349,17.5983,67.2312,-1.76772,3.23958,87.5239,214.486,1023.41,1022.69,14.6704,14.6704,14.6705,-4.26404,0,0,-5.21128,-3.0996,35.0542,-84.902,-58.7549,39.6516,351.616,927.761,1465.82,174.947,174.947,174.947,36.5833,-7.95139e-016,1.43443e-012,-16.2911,-6.97479,73.9278,357.365,946.135,496.586,548.607,548.607,548.607,66.4128,-49.3963,74.7092,339.658,1051.58,87.3647,251.256,251.256,251.256,-75.5686,6.85607,7.6529,34.5838,-15.0713,33.0185,494.763,1101.63,775.968,147.952,147.952,147.952,5.92857,-21.0716,-64.6859,471.677,891.049,1134.09,354.698,354.698,354.698,29.9757,-3.52816,-2.19604,-4.49699,-15.5152,-14.1634,6.51353,14.3648,-9.96872,-28.7881,7.42932,-1.95459,3.1857,-1.01036,-2.42096,25.8137,11.5438,-59.2874,484.756,1012.77,893.843,250.763,250.763,250.763,-6.34564,16.9019,28.0851,-4.45553,-4.11521,0.00163774,-8.54749,6.79076,62.115,349.259,883.03,149.521,352.849,352.849,352.849,66.4128,-49.3963,74.7091,328.505,1131.96,66.6779,83.7521,83.7521,83.7521,-1.09909,3.2802,-2.17747,8.19475,6.06059,95.1747,128.592,123.728,4.86811,199.535,1008.43,1434.66,177.755,177.755,177.755
104,0,0,0,0,0,0,0,26.5365,-20.2093,86.5221,193.503,912.032,1575.27,201.728,201.728,201.727,-3.06311,0,0,-4.06436,-3.37954,41.0684,66.1583,91.1581,85.7105,35.8949,935.648,1457.95,180.557,180.557,180.557,18.1216,9.93923e-017,-7.25166e-013,4.17887,19.7155,86.2253,60.4086,933.82,502.384,548.096,548.096,548.096,59.6509,-62.7218,84.7297,46.4175,1044.25,82.5443,258.305,258.305,258.305,-76.9343,8.59733,-4.54776,1.92098,-45.2358,119.135,18.7705,1160.77,742.322,205.722,205.723,205.722,23.2693,-19.0705,189.484,-47.2806,990.355,1150.58,323.091,323.091,323.091,29.9897,3.55689,2.19235,-7.18332,-14.2182,-0.689565,-0.524521,17.7908,-47.5377,-28.8312,-7.44824,1.93662,3.19962,1.01049,2.38522,-6.78103,-21.7129,188.549,-34.5378,1048.56,906.294,233.846,233.846,233.846,8.0345,18.6706,74.9293,-4.4389,4.11429,0.00193379,-7.42659,10.5258,135.585,75.0263,871.566,142.266,365.751,365.751,365.751,59.6508,-62.7218,84.7297,39.5905,1127.86,63.1408,86.1017,86.1017,86.1016,-1.0715,-3.27559,2.13924,16.5576,17.5833,67.2427,-1.77787,3.25134,87.5594,214.28,1023.47,1022.69,14.6704,14.6704,14.6705,-4.24699,0,0,-5.1895,-3.09837,35.0404,-84.9109,-58.7779,39.6976,351.481,928.169,1465.83,174.94,174.94,174.94,36.5836,-2.38542e-015,7.12444e-013,-16.2981,-6.98376,73.9348,357.267,946.209,496.589,548.63,548.63,548.63,66.404,-49.4179,74.7251,339.657,1051.58,87.3942,251.256,251.256,251.256,-75.571,6.83168,7.64783,34.5826,-15.0429,33.0482,494.431,1101.89,775.914,147.959,147.959,147.959,5.91324,-21.0775,-64.6374,471.543,891.415,1134.11,354.682,354.682,354.682,29.9897,-3.55689,-2.19235,-4.49171,-15.5228,-14.193,6.525,14.3603,-9.9617,-28.8312,7.44824,-1.93662,3.19962,-1.01049,-2.38522,25.7841,11.5444,-59.2461,484.51,1013.05,893.816,250.768,250.768,250.768,-6.33776,16.9019,28.0889,-4.4389,-4.11429,-0.00193379,-8.56536,6.78802,62.1263,349.235,883.024,149.538,352.847,352.847,352.847,66.404,-49.4179,74.7252,328.511,1131.97,66.7105,83.7521,83.7521,83.7521,-1.0715,3.27559,-2.13924,8.20592,6.06305,95.1601,128.538,123.76,4.8319,199.352,1008.71,1434.63,177.748,177.748,177.748
105,0,0,0,0,0,0,0,26.5732,-20.2059,86.5264,193.377,912.383,1575.26,201.728,201.728,201.728,-3.0611,0,0,-4.06261,-3.38091,41.0832,66.1186,91.2025,85.7025,35.7627,935.857,1457.96,180.55,180.55,180.55,18.1187,-2.28602e-015,-1.07344e-012,4.18023,19.709,86.2842,60.3039,933.861,502.369,548.092,548.092,548.092,59.6407,-62.7357,84.7353,46.4222,1044.3,82.5261,258.305,258.305,258.305,-76.9358,8.61069,-4.54061,1.91429,-45.2039,119.197,18.4005,1160.52,742.212,205.714,205.714,205.714,23.2967,-19.0116,189.541,-47.4815,990.304,1150.56,323.087,323.087,323.087,30.0111,3.58289,2.19193,-7.16289,-14.2106,-0.71034,-0.507724,17.7937,-47.4853,-28.8818,-7.46784,1.91463,3.21189,1.01265,2.34881,-6.7587,-21.6707,188.615,-34.8222,1048.38,906.25,233.839,233.839,233.838,8.02704,18.6737,74.9101,-4.4202,4.11698,0.0052658,-7.44119,10.5202,135.594,75.0039,871.607,142.247,365.759,365.759,365.759,59.6406,-62.7357,84.7353,39.6059,1127.91,63.1246,86.1017,86.1017,86.1016,-1.04337,-3.27247,2.10059,16.5696,17.5726,67.2474,-1.78517,3.26337,87.5952,214.079,1023.54,1022.7,14.6703,14.6704,14.6704,-4.2291,0,0,-5.16674,-3.09709,35.0259,-84.9205,-58.8012,39.7432,351.347,928.579,1465.83,174.933,174.933,174.933,36.5883,-1.98785e-015,2.55717e-012,-16.3049,-6.99176,73.9451,357.168,946.282,496.589,548.659,548.659,548.659,66.3947,-49.441,74.7404,339.659,1051.58,87.4268,251.256,251.256,251.256,-75.574,6.80706,7.64155,34.5896,-15.0193,33.0771,494.092,1102.19,775.879,147.967,147.967,147.967,5.89655,-21.0832,-64.5918,471.403,891.773,1134.14,354.668,354.668,354.668,30.0111,-3.58289,-2.19193,-4.48825,-15.5319,-14.2202,6.53583,14.3557,-9.95858,-28.8818,7.46784,-1.91463,3.21189,-1.01265,-2.34881,25.7566,11.5488,-59.2071,484.252,1013.34,893.793,250.774,250.774,250.774,-6.33105,16.8993,28.0894,-4.4202,-4.11698,-0.0052658,-8.58339,6.78562,62.137,349.209,883.017,149.556,352.842,352.842,352.842,66.3947,-49.4409,74.7404,328.522,1131.97,66.7469,83.7522,83.7521,83.752,-1.04337,3.27247,-2.10059,8.22081,6.07122,95.1495,128.482,123.792,4.79672,199.17,1009,1434.6,177.741,177.741,177.741
106,0,0,0,0,0,0,0,26.6147,-20.2109,86.5261,193.246,912.74,1575.25,201.728,201.728,201.728,-3.05245,0,0,-4.05138,-3.38128,41.0873,66.0774,91.2479,85.6935,35.6324,936.069,1457.96,180.542,180.542,180.542,18.1169,6.95746e-016,-8.36486e-013,4.18724,19.699,86.3518,60.2001,933.947,502.358,548.085,548.085,548.085,59.6341,-62.7467,84.7309,46.4269,1044.36,82.5142,258.305,258.305,258.305,-76.9398,8.61465,-4.5311,1.91958,-45.1643,119.263,17.9807,1160.26,742.075,205.72,205.72,205.72,23.3281,-18.9497,189.593,-47.6926,990.249,1150.55,323.083,323.083,323.083,30.0414,3.60565,2.19437,-7.13877,-14.2011,-0.737891,-0.47848,17.7964,-47.4083,-28.9422,-7.48756,1.88816,3.22242,1.01727,2.31157,-6.73335,-21.6245,188.677,-35.121,1048.18,906.205,233.83,233.83,233.83,8.01996,18.6806,74.8964,-4.39854,4.12387,0.0089608,-7.45769,10.5188,135.589,74.9771,871.665,142.226,365.777,365.777,365.777,59.6341,-62.7467,84.7309,39.6248,1127.98,63.1182,86.1017,86.1017,86.1016,-1.01395,-3.27091,2.06077,16.5697,17.5661,67.2465,-1.78897,3.27568,87.6322,213.88,1023.6,1022.71,14.6704,14.6704,14.6705,-4.20974,0,0,-5.14202,-3.09564,35.0096,-84.9317,-58.8258,39.7892,351.215,928.994,1465.85,174.927,174.927,174.927,36.5973,1.59028e-015,1.02096e-012,-16.3112,-6.99898,73.9591,357.067,946.359,496.587,548.694,548.694,548.694,66.3849,-49.4659,74.756,339.661,1051.58,87.4631,251.256,251.256,251.256,-75.5777,6.78117,7.63437,34.6033,-15.0027,33.1074,493.75,1102.5,775.86,147.976,147.976,147.976,5.87789,-21.0891,-64.548,471.261,892.125,1134.17,354.657,354.657,354.657,30.0414,-3.60565,-2.19437,-4.48624,-15.5426,-14.2447,6.54669,14.3503,-9.95817,-28.9422,7.48756,-1.88816,3.22242,-1.01727,-2.31157,25.7298,11.5566,-59.1695,483.981,1013.63,893.775,250.78,250.78,250.78,-6.32546,16.8941,28.087,-4.39854,-4.12387,-0.0089608,-8.60213,6.78362,62.1487,349.181,883.009,149.576,352.835,352.835,352.835,66.385,-49.4659,74.756,328.535,1131.97,66.788,83.7521,83.7521,83.7521,-1.01395,3.27091,-2.06077,8.23856,6.08701,95.1447,128.424,123.823,4.76182,198.99,1009.3,1434.57,177.735,177.735,177.735
107,0,0,0,0,0,0,0,26.6617,-20.2259,86.5216,193.108,913.103,1575.23,201.728,201.728,201.727,-3.03582,0,0,-4.02871,-3.38042,41.078,66.0341,91.296,85.6833,35.5047,936.283,1457.97,180.535,180.535,180.535,18.1182,-2.98177e-016,-2.19458e-013,4.20012,19.685,86.4274,60.0969,934.086,502.349,548.075,548.076,548.076,59.632,-62.7541,84.7145,46.4311,1044.45,82.5107,258.305,258.305,258.305,-76.9469,8.60726,-4.51881,1.93628,-45.1178,119.329,17.5206,1160,741.918,205.742,205.742,205.742,23.3644,-18.8851,189.642,-47.9156,990.189,1150.53,323.078,323.078,323.078,30.0818,3.62478,2.19908,-7.11055,-14.1892,-0.771379,-0.435602,17.7984,-47.3038,-29.0145,-7.50678,1.85694,3.23106,1.0247,2.2735,-6.70791,-21.5752,188.736,-35.4292,1047.97,906.163,233.821,233.821,233.821,8.01405,18.6915,74.887,-4.37289,4.13541,0.0138464,-7.47651,10.5223,135.567,74.9448,871.741,142.2,365.806,365.806,365.807,59.632,-62.7541,84.7144,39.6475,1128.07,63.1247,86.1017,86.1017,86.1016,-0.982414,-3.27093,2.01902,16.5581,17.5633,67.2434,-1.78916,3.28914,87.6696,213.683,1023.66,1022.73,14.6704,14.6704,14.6704,-4.18779,0,0,-5.11398,-3.09391,34.9901,-84.9447,-58.8527,39.8368,351.088,929.421,1465.86,174.923,174.923,174.923,36.6104,-2.78299e-015,-2.94519e-012,-16.3163,-7.00586,73.9766,356.961,946.446,496.584,548.735,548.735,548.735,66.375,-49.4937,74.773,339.665,1051.58,87.504,251.256,251.256,251.256,-75.5825,6.75272,7.62678,34.622,-14.9938,33.1428,493.404,1102.83,775.858,147.985,147.985,147.985,5.85655,-21.0955,-64.5044,471.118,892.473,1134.19,354.649,354.649,354.649,30.0818,-3.62478,-2.19908,-4.48511,-15.5553,-14.2666,6.55883,14.3433,-9.95814,-29.0145,7.50678,-1.85694,3.23106,-1.0247,-2.2735,25.7028,11.5675,-59.1321,483.698,1013.92,893.76,250.784,250.784,250.784,-6.32096,16.8862,28.0821,-4.37289,-4.13541,-0.0138464,-8.62229,6.78217,62.1633,349.153,883.003,149.597,352.826,352.826,352.826,66.3751,-49.4938,74.7729,328.55,1131.98,66.8353,83.7521,83.7521,83.7521,-0.982414,3.27093,-2.01902,8.2584,6.11089,95.1483,128.361,123.855,4.72623,198.811,1009.6,1434.53,177.729,177.729,177.729
